hora,v1,v2,v3,v4,v1 crudo,v2 crudo,v3 crudo,v4 crudo
5/5/2023-16:57:34::3::35::357,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:34::6::68::687,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:35::8::88::888,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:35::0::4::42,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:35::2::21::213,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:35::3::35::354,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:35::5::50::508,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:35::6::63::633,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:36::0::4::41,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:36::2::21::211,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:36::3::36::366,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:57:36::5::50::506,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:58:30::5::54::544,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:58:30::5::54::544,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:58:30::5::54::544,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:58:30::5::54::544,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:59:56::3::39::396,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:59:56::3::39::396,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:59:56::3::39::396,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:59:56::3::39::396,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:59:57::0::4::47,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:59:57::0::4::47,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:59:57::0::4::47,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-16:59:57::0::4::47,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:1::5::58::588,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:1::5::58::588,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:1::5::58::588,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:1::5::58::588,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:2::3::38::388,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:2::3::38::388,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:2::3::38::388,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:2::3::38::388,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:3::4::41::412,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:3::4::41::412,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:3::4::41::412,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:3::4::41::412,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:4::9::93::938,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:4::9::93::938,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:4::9::93::938,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:4::9::93::938,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:4::3::36::364,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:4::3::36::364,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:4::3::36::364,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:4::3::36::364,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:5::6::63::639,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:5::6::63::639,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:5::6::63::639,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:5::6::63::639,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::0::1::14,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::0::1::14,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::0::1::14,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::0::1::14,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::2::23::238,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::2::23::238,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::2::23::238,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::2::23::238,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::4::46::467,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::4::46::467,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::4::46::467,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::4::46::467,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::6::68::688,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::6::68::688,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::6::68::688,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:6::6::68::688,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::9::91::914,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::9::91::914,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::9::91::914,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::9::91::914,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::0::8::87,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::0::8::87,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::0::8::87,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::0::8::87,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::2::28::289,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:0:7::2::28::289,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
