hora,v1,v2,v3,v4,v1 crudo,v2 crudo,v3 crudo,v4 crudo
6/5/2023-9:56:33::0::3::32,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:33::0::3::32,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::2::29::297,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::2::29::297,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::2::29::297,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::2::29::297,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::3::37::372,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::3::37::372,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::3::39::398,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::3::39::398,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::4::45::452,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::4::45::452,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::5::50::505,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::5::50::505,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::5::53::532,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::5::53::532,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::5::58::582,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::5::58::582,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::6::60::606,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:39::6::60::606,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::6::65::655,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::6::65::655,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::6::68::682,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::6::68::682,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::7::74::746,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::7::74::746,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::7::74::746,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::7::74::746,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::8::82::822,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::8::82::822,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::8::85::852,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::8::85::852,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::9::90::901,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::9::90::901,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::9::92::929,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::9::92::929,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::9::95::958,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::9::95::958,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::0::2::21,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::0::2::21,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::0::5::50,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::0::5::50,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::1::10::101,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::1::10::101,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::1::12::129,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::1::12::129,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::1::18::182,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::1::18::182,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::2::20::207,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::2::23::236,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::2::23::236,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::2::23::236,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::3::30::301,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::3::30::301,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::3::32::322,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::3::32::322,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::3::38::382,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::3::38::382,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::4::41::411,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::4::43::437,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::4::43::437,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::4::46::467,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::4::48::486,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::4::48::486,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::5::53::537,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::5::53::537,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::5::56::564,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::5::58::588,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::6::61::612,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:40::6::61::612,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::6::66::662,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::6::66::662,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::6::68::686,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::7::71::715,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::7::73::739,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::7::73::739,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::7::78::786,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::7::78::786,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::8::81::815,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::8::81::815,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::8::86::864,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::8::86::864,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::8::88::887,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::8::88::887,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::9::94::941,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::9::94::941,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::9::96::969,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::9::99::997,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::0::1::17,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::0::1::17,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::0::4::45,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::0::4::45,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::0::9::99,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::0::9::99,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::1::12::125,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::1::12::125,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::1::18::182,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::1::18::182,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::2::20::207,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::2::20::207,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::2::25::257,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::2::25::257,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::2::28::284,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::2::28::284,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::3::33::332,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::3::33::332,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::3::35::357,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::3::38::385,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::4::41::411,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::4::43::433,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::4::46::461,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::4::46::461,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::4::48::485,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::4::48::485,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::5::53::538,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::5::53::538,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::5::56::564,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::5::58::587,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::6::61::612,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:41::6::61::612,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::6::66::663,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::6::66::663,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::6::68::687,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::6::68::687,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::7::73::739,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::7::73::739,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::7::76::767,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::7::76::767,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::8::81::818,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::8::81::818,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::8::84::846,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::8::84::846,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::8::89::895,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::8::89::895,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::9::91::919,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::9::94::947,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::9::97::970,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::9::97::970,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::0::2::24,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::0::2::24,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::0::5::57,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::0::5::57,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::0::7::74,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::1::10::103,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::1::12::126,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::1::12::126,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::1::17::175,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::1::17::175,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::2::20::202,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::2::22::226,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::2::25::250,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::2::25::250,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::2::28::287,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::2::28::287,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::3::33::330,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::3::33::330,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::3::38::382,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::3::38::382,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::4::40::405,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::4::40::405,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::4::45::454,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::4::45::454,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::4::48::489,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::4::48::489,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::5::53::530,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::5::53::530,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::5::55::554,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::5::58::585,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::6::60::604,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:42::6::60::604,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::6::65::659,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::6::65::659,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::6::68::682,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::7::70::707,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::7::73::738,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::7::73::738,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::7::75::755,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::7::78::784,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::8::80::805,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::8::83::832,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::8::85::854,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::8::85::854,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::8::88::883,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::9::90::908,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:56:43::9::93::931,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
