hora,v1,v2,v3,v4,v1 crudo,v2 crudo,v3 crudo,v4 crudo
12/5/2023-21:55:4::0::2::22,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:9::0::2::20,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:9::0::6::69,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::1::12::122,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::1::14::146,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::1::19::195,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::2::24::246,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::2::27::270,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::3::32::321,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::3::34::345,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::4::40::403,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::4::42::421,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::4::47::472,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::5::52::521,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::5::56::569,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::5::59::595,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::6::64::645,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::6::67::671,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::7::72::720,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::7::77::770,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::7::79::795,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::8::84::845,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::8::89::895,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::9::92::921,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::9::97::970,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::9::99::997,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::0::4::46,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:10::0::7::74,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::1::12::120,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::1::17::172,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::1::19::194,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::2::24::245,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::2::27::270,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::3::32::320,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::3::34::345,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::3::39::396,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::4::44::445,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::4::47::471,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::5::52::521,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::5::54::546,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::5::59::597,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::6::62::622,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::6::67::671,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::6::69::698,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::7::77::771,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::7::79::796,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::8::84::847,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::8::89::895,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::9::92::922,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::9::97::971,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::9::97::971,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::0::5::50,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:11::0::7::76,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::1::12::124,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::1::17::175,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::1::19::198,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::2::25::254,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::2::25::254,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::3::32::328,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::3::35::354,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::4::40::405,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::4::45::455,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::4::48::480,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::5::52::529,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::5::56::563,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::6::60::603,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::6::62::628,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::6::67::679,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::7::72::728,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::7::77::779,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::8::80::804,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::8::85::854,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::8::87::878,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::9::92::927,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::9::95::953,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::0::0::2,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::0::2::28,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:12::0::7::78,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::1::10::102,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::1::15::153,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::2::20::205,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::2::22::228,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::2::27::277,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::3::32::329,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::3::35::354,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::3::38::382,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::4::45::453,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::4::47::477,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::5::52::529,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::5::55::553,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::6::60::603,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::6::65::653,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::6::67::679,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::7::72::729,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::7::75::755,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::8::80::803,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::8::83::830,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::8::88::880,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::9::90::903,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::9::95::959,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::0::1::10,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::0::3::37,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:13::0::8::87,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::1::11::110,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::1::16::162,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::1::18::186,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::2::23::235,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::2::28::285,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::3::31::310,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::3::36::362,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::4::41::411,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::4::43::435,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::4::48::486,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::5::53::536,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::5::56::560,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::6::61::612,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::6::63::636,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::6::68::686,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::7::71::713,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::7::76::761,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::8::81::811,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
12/5/2023-21:55:14::8::83::835,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
