hora,v1,v2,v3,v4,v1 crudo,v2 crudo,v3 crudo,v4 crudo
6/5/2023-9:59:44::0::3::33,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:44::0::3::33,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:49::9::95::959,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:49::9::95::959,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:49::9::95::959,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:49::9::95::959,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::0::3::39,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::0::3::39,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::0::6::65,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::0::9::94,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::1::11::117,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::1::11::117,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::1::16::168,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::1::16::168,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::1::19::195,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::2::21::218,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::2::24::246,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::2::24::246,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::2::27::271,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::2::29::297,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::3::31::319,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::3::31::319,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::3::36::369,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::3::36::369,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::3::39::398,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::3::39::398,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::4::44::448,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::4::44::448,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::4::47::474,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::4::47::474,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::5::50::500,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::5::52::527,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::5::55::551,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::5::55::551,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::6::60::604,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::6::60::604,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::6::63::631,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::6::63::631,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::6::68::688,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::6::68::688,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::7::71::716,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::7::71::716,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::7::76::767,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::7::76::767,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::7::79::793,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::7::79::793,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::8::84::848,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::8::84::848,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::8::89::895,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::8::89::895,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::9::92::921,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::9::92::921,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::9::97::970,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:50::9::97::970,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::9::99::999,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::9::99::999,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::0::4::48,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::0::4::48,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::0::7::71,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::0::7::71,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::1::12::123,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::1::12::123,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::1::14::147,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::1::14::147,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::1::17::173,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::2::21::214,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::2::23::236,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::2::23::236,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::2::26::266,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::2::29::290,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::3::32::320,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::3::32::320,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::3::34::343,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::3::34::343,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::3::39::399,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::3::39::399,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::4::44::447,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::4::44::447,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::4::46::469,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::4::46::469,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::5::52::520,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::5::52::520,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::5::55::551,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::5::55::551,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::6::60::602,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::6::60::602,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::6::62::627,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::6::62::627,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::6::67::678,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::6::67::678,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::7::73::730,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::7::73::730,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::7::75::755,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::7::75::755,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::8::80::806,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::8::80::806,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::8::83::833,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::8::83::833,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::8::88::884,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::8::88::884,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::9::90::909,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::9::90::909,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::9::97::970,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:51::9::97::970,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::9::99::998,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::9::99::998,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::0::4::47,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::0::4::47,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::0::7::71,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::0::7::71,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::1::12::122,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::1::12::122,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::1::17::173,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::1::17::173,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::1::19::198,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::1::19::198,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::2::24::246,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::2::24::246,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::2::27::271,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::2::27::271,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::3::32::323,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::3::32::323,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::3::35::352,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::3::35::352,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::3::39::399,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::3::39::399,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::4::45::451,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::4::45::451,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::4::47::476,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::4::47::476,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::5::52::528,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::5::52::528,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::5::55::554,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-9:59:52::5::55::554,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
