hora,v1,v2,v3,v4,v1 crudo,v2 crudo,v3 crudo,v4 crudo
5/5/2023-18:20:6::3::38::388,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::4::41::413,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::4::46::462,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::4::48::488,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::5::54::541,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::5::58::588,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::6::61::613,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::6::66::669,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::6::68::688,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::7::73::738,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::7::78::789,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::8::81::814,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::8::86::863,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::8::88::889,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::9::95::951,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::9::96::963,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::0::1::13,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::0::6::63,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::0::8::89,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::1::11::113,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::1::18::188,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::2::21::214,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::2::23::238,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:6::2::28::287,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::3::34::340,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::3::38::388,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::4::41::415,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::4::46::463,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::4::49::490,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::5::53::539,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::5::58::589,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::6::61::614,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::6::66::663,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::6::68::687,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::7::73::737,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::7::78::788,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::8::81::812,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::8::86::863,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::8::88::888,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::9::93::937,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::9::98::988,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::0::1::14,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::0::3::38,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::0::8::88,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::1::14::140,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::1::18::187,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::2::21::215,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::2::26::265,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:7::2::28::288,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::3::33::339,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::3::38::388,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::4::41::412,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::4::46::464,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::4::46::464,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::4::46::464,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::4::46::464,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::4::46::464,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::5::51::513,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::5::53::538,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::5::56::563,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::6::61::613,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::6::66::663,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::6::68::688,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::7::73::739,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::7::76::763,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::8::81::814,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::8::83::838,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::8::88::888,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::9::93::939,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::9::98::987,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::0::1::14,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::0::6::63,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::0::8::88,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::1::13::137,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::1::18::188,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::2::21::213,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::2::26::263,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-18:20:8::2::29::295,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
