hora,v1,v2,v3,v4,v1 crudo,v2 crudo,v3 crudo,v4 crudo
5/5/2023-17:8:12::9::90::900,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:12::9::90::900,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:12::9::90::900,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:12::9::90::900,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:13::5::50::501,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:13::5::50::501,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:13::5::50::501,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:13::5::50::501,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:13::9::90::900,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:13::9::90::900,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:13::9::90::900,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:13::9::90::900,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:14::4::42::425,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:14::4::42::425,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:14::4::42::425,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-17:8:14::4::42::425,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
