hora,v1,v2,v3,v4,v1 crudo,v2 crudo,v3 crudo,v4 crudo
5/5/2023-15:44:27::4::46::469,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:28::0::6::67,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:28::4::46::468,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:29::7::79::792,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:30::8::86::867,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:30::1::11::117,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:31::6::61::618,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:31::8::86::867,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:31::0::6::67,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:31::2::27::270,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:31::4::41::418,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:32::7::70::703,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:34::3::36::369,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:35::7::76::769,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:35::0::6::69,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:35::3::34::343,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:36::7::70::706,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:36::0::9::97,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:37::5::54::549,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:37::9::91::918,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5/5/2023-15:44:37::3::34::344,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
