hora,v1,v2,v3,v4,v1 crudo,v2 crudo,v3 crudo,v4 crudo
6/5/2023-8:46:40::0::2::20,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:40::0::2::20,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::2::29::294,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::2::29::294,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::2::29::294,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::2::29::294,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::2::29::294,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::2::29::294,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::4::40::408,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::4::40::408,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::4::45::459,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::4::45::459,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::5::51::510,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::5::51::510,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::5::53::535,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::5::53::535,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::5::58::584,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::5::58::584,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::6::61::610,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6/5/2023-8:46:41::6::61::610,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
